ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
43051,40,1,13,33.5,0.5,3,1,16061,3729,1,13,3,1,55,1
43052,26,0,65,25.75,0.653846154,5,2,49611,596,26,1,659,1,60,1
43053,30,1,11,23.88888889,0.3,2,1,53398,0,0,0,12,1,44,1
43054,25,1,1,24,0,1,0,33513,184,0,1,0,1,51,1
43055,49,1,9,26.16666667,0.555555556,4,0,10359,271,4,2,18,1,39,1
43056,20,1,13,25.625,0.8,4,2,2750,359,0,0,4,1,23,1
43057,20,0,92,18.77464789,0.835294118,21,1,22687,106,0,0,71,1,20,0
43058,31,0,34,31.36842105,0.863636364,8,6,19507,92,0,0,22,1,54,1
43059,27,1,2,26,1,1,0,3574,43,0,0,2,1,38,1
43060,25,1,12,23.57142857,0.6,3,0,44772,188,55,0,1,1,42,1
43061,33,1,47,31.88,0.72972973,18,8,58950,487,40,1,75,1,79,0
43062,28,0,8,30,0.75,3,0,1569,43,0,2,0,1,48,0
43063,19,1,15,22.44444444,0.857142857,5,1,10083,14,8,0,518,1,10,0
43064,22,0,5,20,0.2,2,0,44240,67,0,2,15,1,25,1
43065,21,1,9,24.83333333,0.875,5,0,15335,334,0,1,9,1,45,0
43066,24,1,20,22.27272727,0.916666667,6,0,44974,66,1,0,5,1,62,0
43067,24,0,22,23.1875,0.684210526,5,0,28391,69,3,0,19,1,58,1
43068,24,1,33,23.56521739,0.458333333,7,3,4307,72,0,1,3,1,59,0
43069,25,0,1,26,1,1,1,932,18,0,1,1,1,33,0
43070,23,0,60,24.425,0.729166667,12,4,12967,118,1,1,70,1,50,0
43071,22,0,14,28.55555556,0.8,6,2,15445,146,0,0,6,1,36,1
43072,24,0,50,22.475,0.523809524,6,0,31448,204,2,1,16,1,44,0
43073,38,1,7,35.25,1,2,1,22363,122,0,1,1,1,60,0
43074,25,1,95,24.95744681,0.534246575,22,5,114900,216,34,0,117,1,37,0
43075,29,0,2,27.5,0,1,0,19467,45,0,1,3,1,58,0
43076,27,1,7,19.4,0,2,0,56651,21,5,1,1,1,56,0
43077,32,1,1,29,1,1,0,689,1,0,1,1,1,51,0
43078,23,0,4,22.33333333,0.75,3,0,2883,128,0,0,0,1,25,0
43079,27,1,14,20.72727273,0.714285714,8,0,29837,260,0,0,14,1,49,0
43080,24,1,7,22.16666667,0.666666667,1,0,30922,62,0,0,1,1,39,0
43081,27,1,5,38,0.75,4,3,2096,91,0,0,1,1,21,1
43082,28,1,2,26,1,1,0,8799,71,1,1,1,1,60,0
43083,24,1,8,24.71428571,1,2,1,12540,94,2,0,148,1,8,0
43084,23,1,2,22.5,0.5,1,0,47616,25,0,0,1,1,36,1
43085,24,0,217,23.10638298,0.816425121,50,5,337220,2312,34,1,629,1,69,0
43086,24,0,26,23.76470588,0.5,9,0,37916,50,53,1,48,1,61,0
43087,32,0,8,32.33333333,1,6,0,6350,171,0,0,5,1,18,1
43088,23,1,4,20.33333333,0.666666667,3,0,43884,36,0,1,3,1,46,1
43089,22,0,33,24.32142857,0.65625,20,0,10929,33,0,1,6,1,31,0
43090,20,1,22,21.66666667,0.647058824,8,0,11369,3,0,0,24,1,19,0
43091,20,0,63,23.93877551,0.603448276,15,3,75331,117,1,1,203,1,53,0
43092,22,1,17,22.36363636,0.615384615,4,1,25496,91,0,0,16,1,37,0
43093,25,1,25,26.53846154,0.6,4,1,68603,2483,4,0,19,1,52,1
43094,23,1,16,21.45454546,0.533333333,1,0,1362,83,0,1,4,1,39,0
43095,21,0,92,23.05970149,0.527777778,22,6,31315,563,3,1,85,1,50,0
43096,23,0,3,30.33333333,0.666666667,2,2,1937,125,0,1,0,1,7,1
43097,17,0,620,20,0.68457539,61,11,36561,4721,2,1,361,1,18,0
43098,20,0,20,21.05555556,0.722222222,1,0,227,0,0,0,2,1,6,0
43099,25,1,32,28.61538462,0.6,7,0,141685,94,5,1,18,1,85,1
43100,20,0,402,22.37341772,0.826446281,25,8,1016,557,0,1,225,1,56,1
43101,20,1,8,19.33333333,0.857142857,1,0,5330,62,0,0,4,1,25,0
43102,21,1,43,20.05,0.512820513,3,0,88304,46,540,1,247,1,54,0
43103,20,1,8,21,1,3,1,15593,88,0,0,1,1,27,0
43104,20,1,71,19.19672131,0.212121212,16,0,13405,434,0,0,270,1,24,0
43105,16,1,37,18.12,0.84375,15,1,36855,366,15,0,52,1,11,0
43106,21,0,282,23.93925234,0.860082305,26,12,38744,193,0,0,354,1,19,1
43107,22,1,1,22,1,1,0,39115,215,0,0,1,1,53,0
43108,28,1,13,25.9,1,3,0,91209,815,3,0,0,1,67,0
43109,27,1,48,25.9,0.43902439,16,4,22357,53,4,0,58,1,44,0
43110,28,1,9,26.28571429,0.833333333,1,0,2574,94,0,0,2,1,45,1
43111,28,1,68,28.1509434,0.490566038,14,7,42233,53,10,1,318,1,60,1
43112,16,0,8,24.4,1,3,0,12309,446,0,0,31,1,13,0
43113,25,0,36,25.4516129,0.40625,6,0,29873,1,0,0,202,1,63,0
43114,46,1,3,35,1,2,2,16293,1494,4,1,5,1,34,1
43115,22,1,140,23.09090909,0.413223141,12,10,30676,551,2,1,771,1,28,0
43116,26,1,38,24.46875,0.432432432,13,2,23638,210,0,0,19,1,57,0
43117,41,1,2,40,1,1,0,10829,204,2,0,0,1,75,1
43118,32,1,3,30,0,2,0,12826,10,0,0,1,1,62,1
43119,25,1,13,23.09090909,0.333333333,3,0,41548,579,0,1,4,1,72,1
43120,19,1,551,20.63340564,0.646034816,32,7,147268,116,0,1,12,1,35,0
43121,39,1,5,31.5,0.75,3,1,6460,9,0,0,3,1,29,1
43122,24,1,31,22.68421053,0.739130435,3,0,37521,432,0,1,2,1,36,0
43123,22,1,67,24.9375,0.612244898,19,2,66406,107,107,0,140,1,57,1
43124,29,1,3,29.5,0.333333333,2,0,17964,11,0,0,4,1,43,0
43125,20,0,18,28,0.625,13,2,38023,633,109,1,127,1,72,0
43126,27,0,26,28.5,0.954545455,9,4,8026,12,0,1,34,1,48,0
43127,27,0,9,28,0.714285714,4,0,6746,66,0,2,9,1,62,0
43128,46,1,9,33.71428571,0.857142857,6,0,11667,53,0,1,22,1,37,0
43129,22,0,40,24.38709677,0.742857143,7,1,7417,445,13,1,17,1,51,0
43130,23,1,7,19.75,0.333333333,2,0,31814,71,0,0,5,1,43,0
43131,26,1,40,23,0.647058824,9,3,34996,320,13,1,70,1,66,1
43132,24,1,7,19,0,1,2,30435,0,0,0,2,1,37,0
43133,24,1,7,37.5,1,6,0,2880,29,0,1,2,1,51,0
43134,24,1,7,24.8,0.4,2,0,35670,458,2,4,7,1,16,0
43135,29,1,11,30.5,0.666666667,5,3,29058,4,1,1,4,1,85,0
43136,22,0,88,23.70833333,0.684210526,15,2,35856,89,1,2,229,1,55,0
43137,25,0,2,29,0,2,0,10553,2,0,0,1,1,23,1
43138,20,0,17,23.30769231,0.733333333,4,0,7626,363,13,1,80,1,34,0
43139,28,1,13,23.5,1,1,2,12447,0,0,0,0,1,41,0
43140,25,0,21,28.29411765,1,7,1,19052,43,0,1,29,1,57,0
43141,23,0,17,27.44444444,0.866666667,4,3,12592,320,0,1,3,1,16,0
43142,20,1,10,25.14285714,0.75,5,0,79175,213,0,0,19,1,55,0
43143,19,1,150,24.57758621,0.446153846,22,10,59101,1256,963,1,675,1,41,0
43144,30,0,8,28.8,0.625,6,0,1754,0,0,0,2,1,46,0
43145,30,1,16,32.5,0.714285714,2,1,28725,122,0,1,4,1,68,1
43146,19,1,5,18.5,0.75,2,0,15375,21,0,1,2,1,17,1
43147,29,1,20,27.30769231,0.714285714,5,0,39442,665,0,0,3,1,71,1
43148,26,1,6,24.8,1,3,0,35197,152,0,1,10,1,59,1
43149,24,1,37,24.03703704,0.483870968,1,0,31142,22,0,0,33,1,67,0
43150,24,1,32,21.19047619,0.678571429,13,1,96103,1313,1,0,33,1,46,0
43151,23,1,25,23.76470588,0.75,3,1,18516,415,0,0,20,1,60,0
43152,36,1,129,33.59722222,0.8,25,16,53325,1129,105,1,336,1,72,1
43153,28,1,23,26.22222222,0.666666667,2,0,14901,101,2,1,7,1,67,0
43154,19,1,75,19.22222222,0.580645161,8,1,109583,1171,325,0,87,1,72,1
43155,29,1,5,34,0.75,1,0,127392,347,0,1,7,1,71,0
43156,29,1,58,25.27906977,0.458333333,15,0,19979,48,4,0,23,1,45,0
43157,21,0,19,22.05882353,0.647058824,5,0,242,25,0,0,6,1,11,0
43158,23,1,15,24.69230769,0.714285714,4,0,22335,55,0,0,0,1,61,0
43159,23,1,21,22.35714286,0.52631579,1,0,24860,80,0,1,7,1,48,0
43160,26,1,30,29.35,0.681818182,5,1,37907,356,0,1,9,1,65,0
43161,40,1,59,37.82142857,0.80952381,3,10,44640,84,0,0,7,1,20,1
43162,38,1,30,36.27272727,0.80952381,14,0,5504,58,0,0,10,1,67,1
43163,17,1,44,20.67741936,0.658536585,11,1,38658,101,0,0,151,1,31,1
43164,21,1,29,22.86363636,0.782608696,8,0,19705,0,4,0,34,1,38,0
43165,34,1,8,28.6,0.4,1,0,5258,98,0,1,10,1,50,0
43166,23,1,16,24.2,0.866666667,2,1,23725,0,4,0,3,1,64,1
43167,27,1,5,30.5,1,3,1,15886,11,0,1,2,1,36,0
43168,22,1,4,28.33333333,0.666666667,1,1,20749,19,0,1,1,1,50,1
43169,22,1,62,21.61702128,0.210526316,14,1,7810,35,0,1,9,1,32,0
43170,26,0,7,27.66666667,0.857142857,4,0,736,4,0,0,2,1,4,0
43171,21,1,14,20.27272727,0.416666667,3,0,7816,12,0,1,0,1,50,0
43172,21,1,15,20.38461539,0.307692308,2,1,4814,137,1,0,0,1,34,0
43173,32,1,13,25,0.818181818,4,0,4665,318,2,0,4,1,55,0
43174,29,1,3,26,0.5,1,0,4253,3,22,1,22,1,66,0
43175,22,1,99,19.34246575,0.56043956,31,2,227514,363,7,0,46,1,33,1
43176,24,1,9,23.66666667,0.777777778,1,1,11792,141,0,0,1,1,37,0
43177,31,1,19,28.5,0.6,9,0,30764,289,0,1,2,1,67,0
43178,49,1,36,30.34782609,0.724137931,13,3,6467,717,0,1,7,1,90,1
43179,23,0,5,23,0.75,4,1,3016,7,0,0,1,1,40,0
43180,18,1,9,20.83333333,1,2,0,20014,3071,0,0,16,1,32,0
43181,24,1,5,20.75,0.5,2,0,19510,18,0,1,2,1,56,0
43182,25,0,12,26.91666667,0.909090909,6,1,13733,7,4,1,15,1,73,0
43183,28,1,9,32,0.75,1,0,32264,161,0,1,5,1,73,1
43184,30,1,34,27.80952381,0.608695652,4,1,41479,400,2,1,37,1,72,0
43185,20,0,10,21.11111111,0.428571429,3,0,33868,50,0,0,8,1,52,0
43186,29,1,12,30.33333333,1,2,0,19988,174,0,1,4,1,85,1
43187,21,0,20,21.5,0.444444444,3,0,28452,262,4,0,150,1,53,0
43188,31,0,4,31,0.666666667,2,1,1153,3,0,1,1,1,57,0
43189,26,1,17,24.58333333,0.916666667,6,1,126833,93,24,4,11,1,75,1
43190,19,0,3,22.66666667,0.333333333,1,0,32322,0,14,1,0,1,42,0
43191,33,0,6,29.25,0.4,3,0,52126,409,2,4,1,1,51,0
43192,21,1,12,26.8,0.909090909,4,0,2335,247,0,0,4,1,6,0
43193,22,1,105,19.92405063,0.3125,4,0,57323,331,0,0,122,1,21,0
43194,21,1,28,22.05555556,0.263157895,7,1,13073,286,0,1,21,1,40,0
43195,22,0,20,22.625,0.357142857,1,3,6481,27,0,0,12,1,8,0
43196,26,1,13,25.375,0.636363636,4,0,31300,767,1,1,5,1,73,1
43197,18,1,7,17.4,0.4,4,0,53289,12,0,0,7,1,17,0
43198,29,1,3,29.5,1,1,0,14846,7,0,0,1,1,87,1
43199,22,1,13,21.66666667,0.9,3,1,20937,47,0,4,4,1,62,1
43200,26,1,11,22.75,0.4,2,0,35105,0,0,0,7,1,77,1
43201,26,1,9,25,0.25,6,0,7375,134,0,0,1,1,25,1
43202,34,1,3,29,0.333333333,2,1,473,8,0,1,3,1,39,0
43203,47,1,5,32.5,0.4,2,0,18069,26,1,1,3,1,27,1
43204,27,1,17,27.73333333,0.375,6,0,44287,360,0,0,98,1,40,0
43205,44,0,3,48,1,1,1,2059,16,0,3,3,1,39,0
43206,30,1,40,24.19230769,0.75,6,3,76631,291,0,0,23,1,36,0
43207,29,1,13,26.875,0.7,3,1,59087,89,0,4,21,1,58,0
43208,23,1,129,21.51020408,0.407079646,17,4,132089,1451,5,0,461,1,40,0
43209,27,1,86,23.5483871,0.84,16,2,27129,317,12,1,151,1,85,0
43210,28,1,16,26.5,0.9,2,1,45912,273,2,3,20,1,72,0
43211,24,1,20,25.69230769,0.8,4,0,43939,0,2,0,43,1,34,0
43212,23,1,20,27.85714286,0.727272727,4,2,26488,28,0,1,10,1,57,0
43213,34,1,20,29.42857143,0.769230769,5,1,24177,243,1,0,1,1,34,1
43214,21,1,24,20.05,0.4,2,0,7081,0,0,1,31,1,30,0
43215,32,1,4,25.5,1,2,1,39138,171,0,1,5,1,54,0
43216,21,0,4,20.25,0.5,1,0,837,84,0,0,1,1,10,1
43217,25,1,38,23.51612903,0.363636364,15,6,17348,239,7,0,97,1,17,0
43218,21,1,14,21.25,0.166666667,7,2,4347,29,0,0,5,1,14,0
43219,18,1,11,20.14285714,0.5,2,2,27842,4,0,0,8,1,30,1
43220,38,1,4,31,1,2,0,2377,16,0,0,2,1,37,0
43221,36,1,10,28.28571429,1,2,0,37854,20,0,1,12,1,71,1
43222,24,1,37,23.34782609,0.387096774,10,3,7737,284,34,1,38,1,50,0
43223,23,0,115,22.95505618,0.159574468,25,5,61124,322,5,2,42,1,69,1
43224,31,1,7,34.8,0.666666667,3,2,22766,540,148,1,39,1,64,0
43225,31,1,50,26.71428571,0.585365854,11,1,45808,1289,5,1,92,1,57,0
43226,33,1,45,25.81818182,0.5,8,3,32250,471,1,14,97,1,66,1
43227,35,1,1,37,1,1,0,22147,3,0,1,2,1,50,0
43228,22,1,34,21.14285714,0.558823529,11,1,22768,139,12,0,139,1,59,1
43229,30,0,31,30.2,0.76,12,4,23669,562,0,6,36,1,51,0
43230,20,1,16,22.21428571,0.692307692,2,0,17361,1418,0,0,4,1,19,0
43231,23,1,38,23.75862069,0.485714286,4,2,88325,334,11,2,209,1,47,0
43232,21,0,185,21.13571429,0.675159236,27,5,47994,706,12,0,502,1,72,1
43233,32,1,4,33,0.666666667,2,1,13743,0,1,0,3,1,55,0
43234,23,0,14,23.09090909,0.909090909,6,1,44658,165,0,0,8,1,28,0
43235,23,0,18,22.71428571,0.4375,6,0,21373,24,0,0,18,1,66,1
43236,59,1,14,33.64285714,0.384615385,9,0,10991,74,1,1,7,1,76,1
43237,21,1,28,21.2173913,0.217391304,6,1,18798,8,0,0,12,1,34,0
43238,20,0,27,20.08695652,0.76,4,0,1473,6,1,2,9,1,26,1
43239,23,1,13,23.8,0.818181818,3,1,6370,8,0,0,4,1,48,0
43240,19,1,38,20.25,0.485714286,2,1,25107,210,10,2,12,1,52,0
43241,37,1,143,28.7244898,0.654867257,17,7,31474,448,0,1,58,1,59,0
43242,17,1,7,19.14285714,0.166666667,4,0,22046,231,5,0,0,1,17,0
43243,26,1,15,27.625,0.636363636,4,0,53907,0,0,0,14,1,37,0
43244,18,1,31,19.82142857,1,7,1,18326,208,83,0,222,1,21,0
43245,24,1,5,23,0.5,1,0,24614,9,0,1,10,1,23,1
43246,32,0,24,27.33333333,0.65,9,1,5792,9,0,2,20,1,49,0
43247,43,0,1,25,1,1,0,7891,162,0,3,1,1,54,0
43248,26,1,9,25.33333333,0.625,4,0,17570,63,0,0,2,1,41,0
43249,30,0,43,34.16666667,0.666666667,11,2,31928,293,0,2,46,1,78,1
43250,31,1,103,25.41772152,0.597826087,27,3,7155,1131,1,0,51,1,54,0
43251,24,1,15,24.6,0.692307692,2,0,74874,94,0,1,20,1,57,1
43252,28,0,6,30.2,0.666666667,1,0,5084,50,1,0,4,1,18,1
43253,25,0,73,26.07142857,0.954545455,15,3,39985,745,0,0,74,1,39,0
43254,45,1,15,25.3,0.461538462,12,1,191228,579,1,0,13,1,32,0
43255,36,1,5,29.75,0.6,2,1,74946,75,0,1,5,1,88,0
43256,25,0,3,26,0,2,0,5011,26,0,0,5,1,33,0
43257,21,0,51,22.11111111,0.717391304,4,1,38728,0,4,0,67,1,66,1
43258,26,1,59,24.14285714,0.387755102,6,3,31196,29,23,1,82,1,72,1
43259,20,1,119,20.44210526,0.588785047,5,3,71956,294,46,1,529,1,60,0
43260,21,1,116,20.3255814,0.618556701,19,3,325271,189,183,3,931,1,59,0
43261,22,0,18,24,0.733333333,4,1,61130,31,0,0,23,1,60,0
43262,23,1,5,22.33333333,1,1,0,2458,33,0,0,7,1,26,0
43263,16,0,195,23.20125786,0.882352941,45,8,27429,62,3,0,312,1,38,0
43264,17,1,87,21.85714286,0.643835616,10,3,52876,185,1,0,91,1,24,0
43265,33,1,22,29.63157895,0.315789474,6,2,8366,373,2,0,6,1,36,1
43266,21,1,9,20.85714286,0.875,3,0,59292,425,0,0,46,1,49,0
43267,21,1,6,22.5,0.75,2,0,477,17,0,1,1,1,38,0
43268,32,1,72,25.51111111,0.607142857,7,4,66106,179,0,1,75,1,60,1
43269,21,1,216,21.13461539,0.881355932,25,2,67601,202,20,1,56,1,47,0
43270,33,1,26,28.73333333,0.55,15,0,13346,834,4,0,17,1,60,0
43271,26,1,2,26,1,1,0,92021,30,0,1,2,1,48,1
43272,21,0,21,22.64285714,0.823529412,4,1,4906,30,0,1,3,1,64,0
43273,23,0,75,26.24,0.568965517,10,4,19472,307,1,0,69,1,29,1
43274,27,1,12,22.72727273,0.666666667,2,0,8315,0,0,1,0,1,51,0
43275,22,1,6,19,0.8,1,0,3852,131,0,0,3,1,16,1
43276,19,1,16,22.35714286,0.625,7,0,60091,148,1,0,6,1,19,0
43277,22,1,2,20,0.5,1,0,1695,141,0,1,1,1,33,1
43278,24,0,20,24.875,0.736842105,3,0,6960,143,0,0,7,1,20,0
43279,28,1,18,26.58333333,0.5,6,0,41864,117,0,1,1,1,46,0
43280,29,1,23,31.4,0.80952381,1,3,146232,829,150,1,26,1,74,1
43281,22,0,71,24.76470588,0.683333333,10,3,8312,97,0,1,7,1,61,0
43282,24,1,58,23.97560976,0.791666667,15,3,58406,1316,3,1,34,1,47,0
43283,26,1,11,26,0.375,4,0,5271,26,0,1,8,1,86,1
43284,19,0,10,18.5,0.857142857,2,0,2749,33,0,3,2,1,17,0
43285,22,1,89,21.98571429,0.580246914,5,2,43784,55,1,1,44,1,60,0
43286,23,1,11,24.875,0.714285714,4,0,127351,110,1,1,16,1,80,1
43287,22,1,11,22.6,0.777777778,2,0,19219,0,5,0,12,1,39,0
43288,25,1,8,29.75,1,4,0,24930,8,0,1,3,1,55,0
43289,32,1,1,26,0,1,0,13137,15,0,1,1,1,49,1
43290,22,1,8,27,0.666666667,3,1,10997,2,0,0,2,1,32,0
43291,21,1,42,22.64516129,0.484848485,7,4,8744,180,15,1,40,1,71,1
43292,26,1,18,24.46153846,0.588235294,7,0,41436,98,0,0,9,1,46,1
43293,23,1,5,19,0.25,2,1,10907,58,15,0,8,1,8,0
43294,26,0,50,26.51282051,0.604651163,8,2,7097,19,1,1,225,1,51,0
43295,37,1,11,25,0.6,5,0,9113,8,0,0,2,1,23,1
43296,22,0,5,19,0,1,0,627,42,0,2,2,1,30,1
43297,28,0,79,26.61403509,0.736111111,20,9,26038,3758,0,0,110,1,37,0
43298,35,0,2,38.5,0.5,1,0,15408,5,0,1,3,1,46,1
43299,30,0,4,29,0.666666667,2,0,1091,108,0,1,1,1,46,1
43300,22,0,15,20.9,0.615384615,1,0,13976,42,0,0,6,1,17,0
43301,23,0,111,22.36,0.723809524,18,6,12513,531,6,1,1811,1,24,0
43302,22,1,1,23,0,1,0,222,0,0,1,1,1,53,0
43303,18,0,39,22,0.714285714,16,2,134848,0,13,0,910,1,29,1
43304,19,0,132,24.04123711,0.697478992,14,9,34215,234,0,0,23,1,30,0
43305,51,1,3,35,1,2,0,1209,48,0,2,1,1,40,0
43306,21,1,14,23,0.769230769,9,1,14335,21,0,0,3,1,34,0
43307,23,1,89,19.41176471,0.217948718,14,1,31045,80,3,0,112,1,17,0
43308,29,1,16,31.92307692,0.866666667,6,3,4328,287,0,1,11,1,23,1
43309,32,0,3,28.33333333,0.666666667,1,0,409,81,0,0,1,1,72,1
43310,22,0,10,27.2,0.833333333,3,1,3369,307,0,1,4,1,38,1
43311,24,1,2,25.5,0.5,1,0,982,40,0,1,1,1,55,0
43312,22,1,9,21.5,1,1,0,11694,172,0,3,2,1,17,0
43313,26,1,115,24.26530612,0.908256881,34,9,128502,1295,67,0,70,1,56,0
43314,25,1,67,27.16666667,0.68627451,13,7,106644,34,0,0,44,1,46,0
43315,20,1,53,19.69767442,0.607843137,4,1,16688,182,1,1,79,1,62,0
43316,28,1,23,24.1875,0.631578947,6,0,62647,3510,0,4,16,1,45,0
43317,25,1,14,26.36363636,0.818181818,4,1,42572,38,0,1,22,1,72,0
43318,15,1,55,17.47222222,0.530612245,13,0,34643,324,5,1,110,1,23,0
43319,25,1,11,30.22222222,0.666666667,4,1,47541,674,0,0,12,1,39,0
43320,23,1,18,23.18181818,0.333333333,2,1,16385,204,0,0,25,1,37,0
43321,32,1,3,28,1,2,0,27820,23,0,0,1,1,44,0
43322,19,0,25,24.19047619,0.652173913,11,2,23538,390,1,0,73,1,25,0
43323,24,1,30,22.57894737,0.576923077,6,1,105276,264,2,1,239,1,65,0
43324,22,1,2,22.5,0.5,2,0,2125,66,0,0,1,1,25,0
43325,26,1,17,26.625,0.533333333,4,1,32555,37,9,0,8,1,45,0
43326,20,1,6,21,0.8,1,0,14721,37,0,1,7,1,33,0
43327,17,1,10,21,0.8,2,0,13469,47,0,0,4,1,30,0
43328,57,1,8,50,1,4,1,20087,767,0,2,8,1,48,0
43329,24,1,19,29,0.461538462,6,2,83375,14,0,2,0,1,73,0
43330,30,1,19,27.5,0.333333333,8,0,21343,25,0,1,8,1,28,0
43331,46,0,2,41,1,1,0,1614,63,0,1,1,1,37,0
43332,21,1,45,23.69444444,0.756097561,5,1,22120,234,20,1,126,1,39,1
43333,37,0,7,41.25,1,5,1,4860,183,0,0,3,1,39,0
43334,23,0,27,28.38095238,0.818181818,12,2,33802,218,1,2,51,1,60,0
43335,40,1,12,34.85714286,0.5,4,2,8442,229,0,1,3,1,49,0
43336,27,1,29,24.64285714,0.380952381,3,2,93041,189,3,1,3,1,60,1
43337,23,0,12,23.25,0.818181818,3,1,15954,65,0,0,5,1,25,0
43338,61,1,10,41.75,0.444444444,6,5,4596,193,0,1,17,1,36,0
43339,18,1,15,22.07692308,0.692307692,9,1,22086,59,1,0,6,1,28,1
43340,41,1,14,35.66666667,0.7,5,0,20607,98,66,1,18,1,81,1
43341,26,0,3,27.33333333,1,1,1,19,3,0,0,1,1,4,1
43342,31,1,5,24.2,0.25,1,0,524,0,0,1,3,1,55,0
43343,22,1,95,22.78947368,0.56626506,10,3,57396,111,0,1,69,1,75,1
43344,30,1,11,26.8,0.428571429,3,1,16439,660,0,10,3,1,49,0
43345,26,1,20,22.73333333,0.75,2,2,31973,115,0,0,0,1,56,0
43346,31,1,1,32,1,1,0,45,0,0,0,1,1,61,1
43347,36,1,3,43,1,1,1,3738,6,0,0,1,1,29,0
43348,20,0,18,19.83333333,0.466666667,7,0,13208,0,0,0,2,1,16,0
43349,41,0,45,36.08333333,0.8125,11,7,26986,344,81,1,55,1,74,0
43350,20,1,8,21,0.833333333,1,0,10414,7,0,0,4,1,26,1
43351,28,1,2,24.5,1,2,0,22120,7,0,2,0,1,64,0
43352,21,1,3,19,0.666666667,2,0,6043,195,0,1,0,1,42,0
43353,18,0,42,22.21212121,0.615384615,9,0,157939,656,579,2,560,1,43,0
43354,69,1,3,62,1,1,1,1779,103,0,0,1,1,53,1
43355,23,1,8,19.71428571,0,4,0,5026,180,0,1,5,1,43,0
43356,28,1,19,29.33333333,0.222222222,9,0,3136,311,0,0,10,1,32,0
43357,56,1,7,24.5,0.5,5,1,9592,58,1,1,9,1,40,1
43358,28,1,14,24.71428571,0.8,5,1,39962,197,0,2,9,1,60,0
43359,20,1,10,22,0.428571429,5,0,8477,26,2,0,0,1,29,0
43360,21,0,12,22.7,0.6,5,0,8633,17,1,1,38,1,46,1
43361,26,1,3,20.5,0.666666667,1,0,23840,0,0,0,0,1,71,0
43362,20,1,641,20.01142857,0.830220713,48,13,12119,13,0,3,1291,1,36,0
43363,28,1,2,25,0,2,0,239,1,0,1,0,1,51,0
43364,31,1,1,30,0,1,0,5028,20,0,1,2,1,57,0
43365,20,0,74,20.8,0.714285714,7,4,39826,207,1,1,0,1,24,0
43366,26,1,1,24,1,1,0,21782,13,0,1,1,1,61,1
43367,20,1,82,19.6984127,0.428571429,11,0,104339,24,13,1,381,1,51,0
43368,25,0,8,23.83333333,0.285714286,2,0,50803,54,0,0,2,1,67,0
43369,21,1,8,22.71428571,0.571428571,4,0,8168,247,3,0,14,1,69,1
43370,27,1,25,26.78947368,0.65,8,0,49691,159,382,1,151,1,71,0
43371,21,1,7,25.5,0.5,4,0,2847,119,10,1,22,1,57,1
43372,27,1,37,24.20833333,0.423076923,6,1,25633,32,0,0,1,1,97,0
43373,32,1,5,23.66666667,0.75,3,0,6653,250,0,0,1,1,55,1
43374,22,0,13,21.3,0.666666667,7,1,24143,420,1,3,12,1,29,1
43375,21,1,99,23.09836066,0.653846154,19,0,16898,414,13,2,271,1,56,1
43376,28,0,113,27.51851852,0.73,16,7,68424,80,132,1,341,1,63,0
43377,19,1,4,28.75,0.5,2,1,2609,98,0,1,5,1,26,1
43378,35,1,58,28.69444444,0.82,18,5,119402,4561,9,0,280,1,49,1
43379,22,1,14,21.33333333,0.636363636,2,0,980,31,0,0,1,1,4,0
43380,26,1,32,28.13636364,0.72,6,5,69154,201,2,2,47,1,34,1
43381,31,0,58,30.21428571,0.79245283,15,4,27470,1078,16,1,110,1,57,1
43382,19,1,5,24,0.8,4,0,16343,440,0,1,2,1,14,1
43383,28,1,135,27.21568628,0.826086957,5,2,78343,386,35,1,134,1,82,1
43384,47,0,42,44.39130435,0.818181818,9,3,5729,391,0,7,45,1,30,1
43385,19,1,58,22.04545455,0.596153846,27,3,39378,599,532,0,27,1,17,0
43386,19,1,53,20.85365854,0.568181818,16,3,13113,92,0,0,58,1,10,0
43387,22,1,2,23,0.5,1,0,16704,402,0,1,9,1,40,0
43388,29,1,27,23.57894737,0.727272727,4,0,12294,64,0,1,5,1,57,0
43389,25,1,15,27.22222222,0.7,6,1,20665,24,0,0,4,1,16,0
43390,30,1,6,31.6,0.833333333,2,0,48,10,0,0,1,1,33,0
43391,19,0,56,22.28571429,0.685185185,12,0,39740,159,2,0,153,1,27,0
43392,26,1,29,24.91304348,0.52173913,3,0,50652,124,0,0,20,1,54,1
43393,24,1,13,23.77777778,0.6,3,0,7388,45,3,1,12,1,44,1
43394,19,1,7,23.8,0.833333333,4,1,38897,154,0,0,4,1,38,1
43395,20,0,24,21.15384615,0.538461539,5,2,14819,135,4,0,1116,1,15,1
43396,24,0,8,24.14285714,0.285714286,1,1,13,0,0,0,5,1,26,0
43397,27,1,13,24.75,0.769230769,6,3,9370,25,0,0,2,1,19,0
43398,28,1,3,36,0.666666667,2,0,26745,34,0,0,3,1,71,1
43399,19,1,2,19,1,1,0,28205,203,1,1,2,1,37,0
43400,34,0,9,31.85714286,0.714285714,4,0,13725,552,0,1,3,1,57,0
43401,26,1,28,25.25,0.5,7,2,48079,71,0,1,20,1,61,1
